ID,CITY,STATE,COUNTY,LOCATION
0625296f2e6627c2261bf27e634bad063442d1de,SmVyc2V5IENpdHksIE5K,34.0,34017.0,"{
  ""lat"": 40.7177545,
  ""lon"": -74.0431435
}"
0b2ae70d06b085a5f50090128e35608b785b258a,Q29wcGVsbCwgVFg=,48.0,48113.0,"{
  ""lat"": 32.9545687,
  ""lon"": -97.0150078
}"
9b860ea75ef611dc9792af729ac17ab7c3baefc0,Q2xldmVsYW5kLCBPSA==,39.0,39035.0,"{
  ""lat"": 41.49932,
  ""lon"": -81.6943605
}"
393c0a7c46ce6c755cd3032750c4261f43aed1d1,UG9ydGxhbmQsIE9S,41.0,41051.0,"{
  ""lat"": 45.5051064,
  ""lon"": -122.6750261
}"
4c8b5f18a9e2f148a5e9f59da530903a8351a4cc,RWFzdCBSdXRoZXJmb3JkLCBOSg==,34.0,34003.0,"{
  ""lat"": 40.833989,
  ""lon"": -74.0970865
}"
7fcc6d5918bbf18ec1db5cadb41c5aa013749262,RGVudmVyLCBDTw==,8.0,8031.0,"{
  ""lat"": 39.7392358,
  ""lon"": -104.990251
}"
6ec27538c76b491d271caefd245980940d782530,SG91c3RvbiwgVFg=,48.0,48201.0,"{
  ""lat"": 29.7604267,
  ""lon"": -95.3698028
}"
8b8868476f08c6b177d9dff0700a3d10b4712394,TmV3cG9ydCBOZXdzLCBWQQ==,51.0,51700.0,"{
  ""lat"": 37.0870821,
  ""lon"": -76.4730122
}"
694630a418a2220069db002049e8a6eae2efd8b6,Q2hpY2FnbywgSUw=,17.0,17031.0,"{
  ""lat"": 41.8781136,
  ""lon"": -87.6297982
}"
434e6f62d7b41d55edbf1b9f3c19b31e480907e9,TWNMZWFuLCBWQQ==,51.0,51059.0,"{
  ""lat"": 38.9338676,
  ""lon"": -77.1772604
}"
dcd9995fe8164961335230aba0e25f3c4d313d5d,Q29ydmFsbGlzLCBPUg==,41.0,41003.0,"{
  ""lat"": 44.5645659,
  ""lon"": -123.2620435
}"
a7793ed5c85f70e0ad5663894da8934807a85d06,TmV3IFlvcmssIE5Z,36.0,36061.0,"{
  ""lat"": 40.7501,
  ""lon"": -73.997
}"
